UNIQUE_KEY;Nom_usuel;Prenom_usuel;Titre_usuel;Sexe;Nationalite;Date_naissance_recherche;Lieu_naissance;Date_deces_recherche;Lieu_deces;Profession;Commentaire biographique;Programme;Etat_avancement_saisie
62549;Hoffmann;Henri;;masculin;;1823;;1897;;expert;Numismate et expert en monnaies anciennes. - Collectionneur et marchand de monnaies. - Expert en monnaies à l'Hôtel Drouot. - Editeur scientifique du périodique Le Numismate (1862-1865). - Membre de la Société française de Numismatique. - Membre de la Société royale de numismatique de Belgique. Henri Hoffmann fut, tout au long de la seconde moitié du XIXe siècle, un personnage clé du marché des monnaies et médailles, et à partie de la vente Pourtalès de 1865, des antiquités. Son activité de marchand d'antiquités prend le pas sur la numismatique à partir des années 1880, où il devient, jusqu'à sa mort, l'un des principaux pourvoyeurs d'antiquités à Paris. Il vend plus de 3000 lots d'antiquités en une dizaine de ventes, où il occupe tous les rôles : vendeur, expert, rédacteur de catalogue, collectionneur. Il est réputé proche de W. Froehner, et a une place centrale dans le monde des antiquaires entre 1870 et 1897.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
166224;Hoffstatter;Wolfgang;;masculin;"Autriche;";;;1977;;historien;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
162780;Hoggard (?);;;masculin;;;;;;collectionneur;Le nom Hogard ou Hoggard apparaît sur le procès-verbal de la vente Pourtalès en 1865. Il achète 53 lots d'antiquités. Son adresse est illisible actuellement. L'individu n'est pas identifié.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147797;Holbach;Charles Ernest;baron d';masculin;;1795;Sceaux;1861;Paris;;Petit fils du philosophe Paul Thiry d'Holbach.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144395;Hope;William;;masculin;"Royaume-Uni;France;";1802;;1855;Paris;collectionneur;"D'origine néerlandaise, le banquier Hope s'installe à Paris en 1833, où rapidement il fréquente le grand-monde. En 1838, il achète le fastueux hôtel de Monaco, rue Saint-Dominique, qu'il fait entièrement réaménager. Il y installe ses collections qui couvrent aussi bien l'antiquité que les toiles de maître. Il est naturalisé français en 1848 par Louis-Philippe, mais avec la chute de la Monarchie de Juillet, il fait transporter ses collections en Angleterre, où il s'installe dans sa propriété de Rushton Hall. Il revient à la fin de sa vie à Paris, où il meurt en 1855. L'hôtel de Monaco et son mobilier est alors vendu par son héritier, V.H. Crosby ; les collections étaient toutefois majoritairement restées en Angleterre.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
166271;Horn;André;;masculin;"France;";1873;Strasbourg;1948;Strasbourg;pharmacien;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
162761;Hortiflas ?;;de;inconnu;;;;;;collectionneur;Ce nom semble apparaître sur le procès-verbal de la vente Pourtalès en 1865. La lecture est plus qu'incertaine. Une seule occurrence.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165840;Hottinguer;;;inconnu;;;;;;collectionneur;"Le nom apparaît sur le PV de la vente Paravey en 1879 pour un lot, suivi de l'adresse ""rue Lafitte, 14"" à Paris. L'adresse renvoie au domicile de la famille Hottinguer, où vivent probablement en 1879 deux fils de Philippe Adolphe Hottinguer, décédé en 1878 : Jean Conrad Hottinguer et Joseph Henri Hottinguer, qui ont respectivement 30 et 29 ans en 1879.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
164980;Houzeau;M. H.;;masculin;"France;";;;;;expert;Expert lors de ventes aux enchères publiques. Probablement collaborateur de M. Mannheim. Nom d'acheteur apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
158247;Hubert;;;masculin;;;;;;;Achète à la vente Lenoir 1837.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162734;Hubin de la Rairie;;;inconnu;;;;;;collectionneur;"Collectionneur, dessinateur et archéologue de Loire Atlantique, proche du baron de Wismes et de Fortuné Parenteau, son nom apparaît sur le procès-verbal de la vente Pourtalès en 1865, suivi de la mention "" à Paris, Richelieu 23, hôtel de (Bretagne?), pour cinq lots (catalogue n°357, 570, 696, 798, 1405). L'hôtel de Bretagne et d'Orléans a existé au 23 rue de richelieu au XIXe s.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159345;Hunolstein;Félix Philippe Charles;comte de;masculin;;1778;;1838;;politique;Le comte d'Hunolstein figure parmi les acheteurs lors de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159361;Huvé;;;masculin;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165858;Im Thurn;;;inconnu;;;;;;collectionneur;Ce nom apparaît sur le PV de la vente Paravey en 1879, sans adresse, ce qui signifie souvent que l'individu est connu dans la salle de vente. Il n'est pas identifié à ce stade de nos recherches, mais le nom indique peut-être une origine britannique.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
78275;Imart-Rachou;Henri;;masculin;;19 mai 1890;Toulouse;;;;"Biographie rédigée par Marie-Laure Crosnier Leconte : Matricule de l?Ecole des Beaux-Arts : 7559. Henri Léon Ymart-Rachou [Henri Imart-Rachou], né à Toulouse (Haute-Garonne) le 19 mai 1890, fils de Virginie Ymart 24 ans tailleuse, et de père inconnu, reconnu par sa mère pour son fils naturel par acte en date du 29 décembre 1891, change son nom patronymique en ""Imart"" suivant jugement du tribunal civil de 1è instance de Toulouse rendu le 19 juin 1918, adopté par Pierre Jacques Henri Rachou et Victorine Imart [Victorine Imart-Rachou (1864-1945) peintre de fleurs] suivant jugement du tribunal civil de 1è instance de Toulouse en date du 13 novembre 1918 et arrêt de la Cour d'appel du 3 décembre 1918, élève de Léon Jaussely (à l'atelier le 4 février 1921 depuis le 24 octobre 1920), Eugène Chifflot et Roger Henri Expert, admis en 2è classe le 15 mars 1921, obtient un total de 21 valeurs dont 2 3è Médailles en dessin et dessin ornemental, 1è classe le 3 janvier 1924, obtient un total de 10 valeurs, diplômé le 9 novembre 1926 (134è promotion, un office de tourisme dans une ville de province, centre d'une région touristique) (architecte à Toulouse [entre 1949 et 1967]; surélévation d'un immeuble 40 rue de la Pomme à Toulouse en 1951, pour l'accès à l'église Saint-Jérôme; Archives nationales de France, AJ/52/425, dossier d?élève)";"Dictionnaire des élèves architectes de l?École des beaux-arts de Paris (1800-1968) - INHA;Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";Publiée
147498;Jacob;;;inconnu;;19e siècle;;19e siècle;;marchand;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161295;Jacob fils;;;masculin;;19e siècle;;19e siècle;;;"Membre de la famille Jacob-Desmalter, acheteur également sur la vente Durand (1836). Il s'agirait alors de Georges-Alphonse Desmalter (1799-1870). Indiqué comme ""Jacob-Desmalter""dans le Supplément mais comme ""Jacob fils"" dans le PV de vente pour le n°969.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
163665;Jacquinot;Lucie;;féminin;;1891;Versailles;1976;Chaumont;collectionneuse;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
144564;Jacquot-Préaux;Edmé Unité;;masculin;;1795;;16 juillet 1849;;collectionneur;Préaux a aidé M. Rattier à constituer sa collection (Gazette des Beaux-Arts, II, 1859, p. 50). Sa collection est vendue aux enchères publiques à Paris du 9 au 11 janvier 1850.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165435;Jaime;Ernest;;masculin;"France;";28 avril 1804 (8 Floréal An 12);Paris;6 juin 1884;Versailles;aquarelliste;"Le Supplément du catalogue de la vente Durand (1836) donne comme nom ""Jamse"", repris dans les cahiers Plaoutine. Riocreux l'orthographie ""Jammes"". Seule l'adresse donnée dans le PV de la vente Durand (1836), ""chaussée des martyrs n°27"", permet de rétablir l'orthographe du nom de l'acheteur, la graphie manuscrite du PV ne permettant pas un éclaircissement définitif.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
147658;Jamard;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159421;Jange;;comte de;masculin;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs lors de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164981;Janiello;Pasquale;;masculin;"Italie;";;;;;collectionneur;Nom d'acheteur apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
164982;Jansky;;;masculin;;;;;;collectionneur;Nom d'acheteur apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
144502;Janzé;Hippolyte de;vicomte;masculin;;11 novembre 1789;Rennes;18 janvier 1865;Paris;collectionneur;Fils de Louis-Henri de Janzé (1752-1840), baron d?Empire puis comte de Janzé. Capitaine de cavalerie, le vicomte de Janzé est un collectionneur d'art, ainsi qu'un photographe amateur. Il est membre de la Commission consultative des Musées impériaux. Sa collection est en partie léguée au Cabinet des Médailles (1865) et en partie vendue (Paris, 1866).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
143189;Jarry;;;inconnu;;19e siècle;;19e siècle;;collectionneur;Il pourrait peut-être s'agir de l'ancien chef de division au ministère des finances dont la collection est vendue en avril 1853 (Lugt n° 21311).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161925;Jaubert;Maximilien;;masculin;;29 janvier 1781;Aix-en-Provence;1865;Paris;;Magistrat. - Avocat-général à la Cour d'appel de Paris (1813-1829), puis conseiller à la Cour de cassation (1829-1856). - Officier de la Légion d'honneur (1841). Époux de Jaubert Caroline.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
147420;Jauvier;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
164927;Jenny;Joseph;;masculin;"France;";1869;;1963;;peintre;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
147655;Jobert;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144311;Joly de Bammeville;Samuel Jules;;masculin;"France;";24 décembre 1787;Paris;11 avril 1870;Paris;;Samuel Jules Joly de Bammeville appartient à une riche famille originaire de Saint-Quentin, en Picardie. En 1809, il fait partie de la Garde Nationale, et devient officier puis lieutenant-colonel jusqu?en 1842. Il est tout d?abord négociant, demeure à l?hôtel Joly, puis au 5 rue des Canonniers (Saint-Quentin). En 1814 il épouse Clémence Constance Pouchet, qui vient elle aussi d'une riche famille originaire de Bolbec et avec qui il aura trois enfants (Henriette, Amédée et Arthur). Sa collection d'antiquités est probablement vendue suite à la mort de son fils Arthur Joly de Bammeville (1820-1892) qui vivait à Paris au 71 rue du faubourg St-Honoré. La fille de ce dernier, Caroline Henriette (née en 1851), épouse en 1871 Albert de Pourtalès.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165045;Joubert;Félix;;masculin;;;;1953;Antibes;décorateur;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
144556;Joyeau;;;masculin;;;;Avant mai 1876;;marchand d'art;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165004;Kable;;;masculin;;;;;;collectionneur;Nom d'acheteur apparaissant dans le catalogue annoté de la vente Tyszkiewicz conservé au RVKD.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
164905;Kahn-Wolf;André;;masculin;;;;1966;;;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
145288;Kios;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162736;l'Arbre;;de;inconnu;;;;;;collectionneur;Ce nom apparaît sur le procès-verbal de la vente Pourtalès en 1865.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165853;La Bris;de;;inconnu;;;;;;collectionneur;"Le nom n'apparaît qu'une fois sur le PV de la vente Paravey, suivi de l'adresse ""89 bd Malhesherbes"". Il n'est pas identifié, et l'orthographe même est incertain.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
161280;La Marlière;Marie Françoise Élisabeth;vicomtesse de;féminin;"France;";5 septembre 1759;;22 septembre 1845;;;veuve de Louis Antoine Collier, comte de la Malière;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
3859;Laborde;Léon de;;masculin;"France;";15 juin 1807;Paris;2 mai 1869;Fontenay-en-Vexin;conservateur de musée;;"Livres français d'architecture (1512-1914) - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Digital Muret - INHA;";Publiée
165706;Lacan;Gustave;;masculin;"France;";1842;Paris;1925;Paris;avocat;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
144354;Lacoste;;;masculin;"France;";19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159761;Lacoste;Auguste Philibert Arnault;;masculin;"France;";1785;;;;commissaire-priseur;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162781;Lafaverge;;;inconnu;;;;;;collectionneur;Lafaverge apparait sur les PV des ventes Piot, Pourtalès et Janzé en 1864, 1865 et 1866, pour un petit nombre de lots. La personne n'est pas identifiée.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
142713;Laffitte;Jacques;baron;masculin;"France;";1767;Bayonne;1844;Paris;banquier;Fils de charpentier, originaire de Bayonne, Jacques Laffitte s'installe à Paris en 1788. Il entre alors à la Banque Perregaux, où il gravit rapidement les échelons jusqu'à devenir en 1806 associé dans la Société Perregaux et Cie (première banque de Paris à cette période et l'une des plus puissantes d'Europe). De 1809 à 1831, succédant à Perregaux, il est régent de la Banque de France. En 1818, à la tête d'une fortune très importante, il achète le château de Maisons. Parallèlement, il est élu député à plusieurs reprises entre 1815 et 1844, et il occupe la place de président de l'Assemblée nationale en 1830.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165210;Lair;Charles;;masculin;"France;";27 mai 1841;Saumur;13 octobre 1919;Angers;collectionneur;;"Les sculptures allemandes dans les collections publiques françaises (vers 1450-1530), bois et bois polychromé - INHA / Musée du Louvre;";En cours de saisie
163651;Landes;Auguste de;;masculin;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144565;Lange;de;;inconnu;;19e siècle;;19e siècle;;;Il figure parmi les acheteurs lors de la vente Dubois (1847).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159791;Lange;Hans Wolfgang;;masculin;;1904;;1945;;commissaire-priseur;;"Répertoire des acteurs du marché de l'art en France sous l'occupation allemande (1940-1944), RAMA - INHA / TU;";En cours de saisie
163558;Lange ?;;;inconnu;;19e siècle;;19e siècle;;collectionneur;Il figure parmi les acheteurs lors de la vente Pourtalès (1865).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162782;Larminach;;;inconnu;;;;;;collectionneur;Larminach, aussi écrit Lharminach, apparaît sur le PV de la vente pourtalès en 1865 pour une vingtaine de lots d'antiquités.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158556;Lebeau (?);;;inconnu;;;;;;;36 rue Tait bout (?);"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
161751;Leclerc;;;inconnu;;19e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147694;Lecomte;Casimir;;masculin;;;;;;;Il fonde la Compagnie du chemin de fer de Paris à Orléans en 1838. Il apparaît sur la liste des acheteurs lors de la vente Durand (1836).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
163746;Lecomte;Eugène;;masculin;;1828;;1906;Paris;collectionneur;Eugène Louis Lecomte est un agent de change et collectionneur français de la fin du XIXe siècle, dont la collection fut dispersée à Drouot, du 11 au 13 juin 1906. Il est le grand-père maternel de Jean Cocteau. Il fut membre de la Société des Amis du Louvre, et proche de His de la Salle, dont il signe la nécrologie en 1903.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
158631;Ledoux (?);;;inconnu;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
160249;Lehouen (?);;;inconnu;;19e siècle;;19e siècle;;;Son nom, difficile à lire, apparaît dans le procès-verbal de la vente Canino (1837).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
3905;Lenoir;Albert;;masculin;"France;";2 octobre 1801 (10 Vendémiaire An 10);Paris;17 février 1891;Paris;architecte;"Biographie rédigée par Marie-Laure Crosnier Leconte : Matricule de l'Ecole des Beaux-Arts : 470. Albert Alexandre Lenoir, né à Paris 10è ancien [rue des Patits-Augustins, Paris 6è] le 2 octobre 1801, fils de Marie Alexandre Lenoir (1761-1839), directeur du Museum des Monuments français, et de Marie Adélaïde Binart, élève au collège Henri IV, élève de François Debret en 1819, admis le 19 octobre 1820, son dossier d'élève manque, 1è classe le 25 novembre 1823 (à la place de Pierre François Louis Fontaine), voyage dans le Midi de la France en 1824, admis 8è à l'épreuve définitive du Concours de Rome le 8 avril 1826, obtient 1 Seconde Médaille en 1826 et 1 Première Médaille en 1829, en projets rendus, 6è logiste au Concours de Rome le 12 mai 1827, 6è logiste au Concours de Rome le 9 mai 1829, ""acte de naissance rendu le 2 novembre 1829, se retire de l'École"", voyage en Italie avec Alexis Cendrier en 1830-1833 (architecte, historien de l'architecture et archéologue, à Paris 14è [en 1834], et Paris 6è [entre 1855 et 1891]; restauration des thermes et du musée de Cluny d'après un projet conçu dès 1833; expose au Salon des artistes français à Paris en 1833, Projet d'un musée historique formé par la réunion du Palais des Thermes et de l'Hôtel de Cluny, aquarelle, 1834, Études historiques d'architecture chrétienne au Moyen Âge, Exposé des divers systèmes d'architecture chrétienne successivement adoptés en Italie dans les XIe, XIIe et XIIIe siècles; Architecture étrusque, fragments d'études faites en Étrurie, en 1830 et en 1831, 1836, Le roi saint Louis fait déposer à la Sainte-Chapelle de Paris les reliques apportées d'Orient, le dimanche de Quasimodo, vingt-cinquième jour d'avril 1248, et 1855 (Exposition universelle), Hôtel de Cluny, à Paris (Seine), quatre dessins (Archives des Monuments historiques); Plan archéologique de Paris (fragment), en coll. avec Adolphe Berty, Pour la Statistique monumentale de Paris (Ministère de l'instruction publique); nombreux dessins conservés dans les archives des Monuments historiques; nommé membre du Comité des arts et monuments par François Guizot en 1835, chargé par le Comité de diriger la Statistique monumentale de Paris; voyage en Orient en 1836 jusqu'à Constantinople pour étudier l'art byzantin; professeur d'architecture byzantine à la Bibliothèque impériale en 1837, assure un cours d'archéologie chrétienne avec Adolphe Napoléon Didron aîné; chargé des travaux de conservation du Palais des Thermes le 20 novembre 1838, aménage le musée de Cluny en 1843, inauguré le 17 mars 1844; professeur d'histoire de l'architecture à l'École des beaux-arts, suppléant d'Hippolyte Lebas à partir de 1856, professeur d'histoire de l'architecture de 1867 à 1891, secrétaire perpétuel de l'École en 1862, successeur de Charles Léon Vinit (1806-1862); nombreuses publications, dont Mémoire et dessins relatifs aux édifices grecs découverts en 1830 à Solunte, 1833, Histoire de l'architecture chrétienne depuis le règne de Constantin jusqu'au XIIIè siècle inclusivement, 1834, notice sur l'École des beaux-arts dans la série lithographiée de Philippe Benoist et Jules Arnout, Paris dans sa splendeur, parue à partir de 1861, et Statistique monumentale de Paris, coll. d'Adolphe Berty pour le Plan archéologique de Paris, 1867, collabore aussi à plusieurs revues comme la Revue générale de l'architecture ou les Annales archéologiques; membre fondateur de la Société centrale des architectes en 1840 (assiste à la réunion préparatoire du 15 novembre 1840 portant création de la Société), et de l'Association Taylor en 1845, membre du comité, honoraire en 1886; président de la Société des Amis des monuments parisiens; chevalier de la Légion d'honneur (décret du 26 avril 1845, en qualité de membre du Comité historique des arts et monuments), officier décret du 13 août 1872, ministère de l'Instruction publique, du Culte et des Beaux-Arts, en qualité de membre de l'Institut, secrétaire de l'École des beaux-arts), officier de l'Instruction publique; mention très honorable au Prix Bordin de l?Académie des beaux-arts en 1858 pour Histoire de la sculpture statuaire et d'ornementation, en France, depuis le VIè siècle jusqu'à la fin du règne de Louis XIV; élu académicien libre le 26 juin 1869 au fauteuil du comte de Rambuteau; père d'Alfred Lenoir (1850-1920) statuaire; mort à Paris le 17 février 1891, obsèques le 20 février 1891 dans la cour d'honneur de l'École des beaux-arts, service religieux à Saint-Germain-des-Prés, inhumation au cimetière Montparnasse; Archives nationales de France, LH/1588/37, dossier Légion d'honneur, contient son registre de baptême; Annuaire statistique des artistes français, 1836; notice nécrologique dans La Construction moderne, 21 février 1891, p. 240; notice nécrologique dans L'Architecture, 21 février 1891, p. 88, et 28 février 1891, p. 97-100; Bellier et Auvray; Delaire, 1907; ThB; Dugast et Parizet)";"Le musée des Monuments français d'Alexandre Lenoir, histoire et collections - INHA / Musée du Louvre;Documents graphiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Dictionnaire des élèves architectes de l?École des beaux-arts de Paris (1800-1968) - INHA;Livres français d'architecture (1512-1914) - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
3906;Lenoir;Alexandre;;masculin;"France;";25 décembre 1761;Paris;11 juin 1839;Paris;conservateur de musée;;"Documents graphiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Livres français d'architecture (1512-1914) - INHA;Le musée des Monuments français d'Alexandre Lenoir, histoire et collections - INHA / Musée du Louvre;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
159360;Lenormant;Auguste;;masculin;;;;;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
16938;Lenormant;Charles;;masculin;"France;";1er juillet 1802 (12 Messidor An 10);Paris;13 novembre 1859;Athènes;archéologue;Inspecteur des Beaux-arts (1825) Sous directeur de la section archéologie durant l'expédition de Morée (1829) Membre de l'Institut de correspondance archéologique de Rome (1829) Directeur de la section des Beaux-arts dans le ministère de François Guizot (1830) Membre de l'inspection générale des Monuments historiques (1830) Conservateur de la Bibliothèque de l'Arsenal (1832) Professeur d'Histoire ancienne à la Sorbonne (1835) Membre de l'Académie des Inscriptions et belles-lettres (1839) Conservateur au Cabinet des médailles et antiques de la Bibliothèque royale (1849) Professeur de langue égyptienne au Collège de France (1849);"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;Livres français d'architecture (1512-1914) - INHA;Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;";Publiée
136666;Lenormant;François;;masculin;"France;";17 janvier 1837;Paris;9 décembre 1883;Paris;archéologue;Obtient le prix de numismatique de l'Académie des inscriptions et belles lettres ainsi qu'une licence de droit (1857) Sous-bibliothécaire de l'Académie des Inscriptions et belles-lettres (1862) Membre de la délégation française lors de l'inauguration du Canal de Suez (1869) Professeur d'archéologie à la Bibliothèque nationale de France (1874) Co-éditeur avec Jean de Witte de la Gazette archéologique(1875) Membre de l'Académie des Inscriptions et belles-lettres (1882) François Lenormant fut professeur d'archéologie auprès de la Bibliothèque nationale de France, ayant repris le poste qui avait été occupé avant lui par Quatremère de Quincy, Raoul-Pochette et Ernest Beulé. En 1875, il fonde en collaboration avec de Witte la Gazette archéologique. ;"Documents d'archives et documents photographiques de la Bibliothèque de l'Institut national d'histoire de l'art - INHA;Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
147724;Lenormant Devilleneuve;Jean Étienne André;;masculin;;;;;;commissaire-priseur;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144501;Lepers;de;;inconnu;;19e siècle;;19e siècle;;collectionneur;Il figure parmi les acheteurs lors de la vente Piot (1847).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165845;Léran ?;;;inconnu;;;;;;collectionneur;"Ce nom, de lecture difficile et d'orthographe incertain, apparaît une seule fois pour l'achat d'un lot lors de la vente Paravey de 1879, suivi de l'adresse ""rue Euler, 9"", à Paris. L'individu n'est pas identifié à ce stade de nos recherches.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
165846;Leroy;;;inconnu;;;;;;collectionneur;"Le nom Leroy apparaît pour l'achat de neuf lots d'antiquités lors de la vente Paravey en 1879, suivi d'une indication, ""Lafayette"". Cela désigne la rue Lafayette, à Paris. En 1879, il est possible d'identifier au mlins un Leroy ( le nom est commun ) dans cette rue : l'industriel Louis Isidore Leroy, directeur des manufactures de Papier peint du même nom, au 59 de la rue Lafayette. La famille a donné au musée des arts décoratifs un important fonds de papiers peints. Cette maison est encore active.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
161770;Leroy;;;inconnu;;18e siècle;;19e siècle;;;Son nom figure parmi les acheteurs de la vente Choiseul-Gouffier (1818).;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
145289;Letlan;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
162762;Leuras;de;;inconnu;;;;;;collectionneur;Ce nom semble apparaître sur le procès-verbal de la vente Pourtalès en 1865. La lecture est plus qu'incertaine. Une seule occurrence.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
144752;Lhérie;Alphonse;;masculin;;19e siècle;;19e siècle;;expert;Le nom de Lhérie figure parmi les acheteurs lors des ventes Révil de 1830 et 1835.;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
145297;Lihom;;;inconnu;;19e siècle;;19e siècle;;;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
165847;Liouville;Henri;;masculin;;1837;;1887;Paris;collectionneur;"Le nom Liouville suivi de l'adresse ""3 quai malaquais"" dans le PV de la vente Paravey en 1879 permettent d'identifier Henri ou Henry Liouville, qui exerce la profession de médecin puis professeur de médecine en 1875, tout comme le gendre de Paravey, Raynaud. Il fut conseiller puis député de la Meuse.";"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";En cours de saisie
162783;Lohmeyer;;;inconnu;;;;;;collectionneur;;"Répertoire des ventes d'antiques en France au XIXe siècle - INHA;";Publiée
